,Screen Size,Native Screen Resolution,Touchscreen Display,Convertible/Hybrid Display,Processor Type,Processor Cores,Processor Speed,Storage Drive Type,2-in-1,Processor Cache,Other Display Features,Year of Original Release,Display Type,Touchscreen,3D Capable Display,Screen Finish,Built-in Storage - Capacity GB,Built-in Storage Type,Solid-State Drive Capacity,RAM Size,RAM,Graphics Card,ENERGY STAR Qualified,Built-in Memory Card Reader,USB Ports,Integrated Wi-Fi,Webcam,Keyboard Language,Backlit Keyboard,Hard Disk Drive Capacity,Hard Drive Speed (Revolutions Per Minute),Colour,Optical Drive,Front Camera Still Resolution,Integrated Bluetooth,Approximate Battery Life,Pre-loaded Operating System,Compatible Memory Card Types,Operating System Language,Card Reader,Ethernet Port,Video Memory Configuration,Battery Type,Width,Height,Weight,Operating System,windows laptop,Type,Digital Download,CPU,Memory (RAM),Graphics,Disk Space,Internal or External,Other Input or Output Ports,Display Ports,HDCP Compliant,VR Ready,macbook,macbook_air,External Controls & Buttons,Wireless Carrier,Product Condition,Dedicated Video Memory Size,macbook_pro,Loaded Software,Wireless Display (WiDi) Capable,surface,chromebook,Battery - Number of Cells,gaming_laptop
566,15.4 in,2880 x 1800,No,No,Intel Core i7,6,2.2 GHz,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
567,,2560 x 1600,No,No,Intel Core i5,2,,,,4 MB L3,,2017,,,,,,,,,8GB of 2133MHz LPDDR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
568,,2560 x 1600,No,No,Intel Core i5,2,,,,4 MB L3,,2017,,,,,,,128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
569,,2560 x 1600,No,No,Intel Core i5,2,,,,4 MB L3,,2017,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
570,,2560 x 1600,No,No,Intel Core i5,2,3.1 GHz,,,4 MB L3,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
571,13.3 in,2560 x 1600,No,No,Intel Core i5,2,2.3 GHz,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
572,15 in,2880x1800,,,CORE I7 (7820HQ),,,,,,"*In addition to simultaneous support of the internal display, this model supports a maximum resolution up to 4096x2304 at 60 Hz at millions of colors on four external displays or two external displays at a maximum resolution up to 5120x2880 at 60 Hz at over a billion colors via Thunderbolt 3 (USB-C).",2017,,,,,,,512 GB,16 GB,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
573,15 in,,,,i7,,2.9 GHz,,,,,2017,,,,,,,512 GB,,16GB,,,,,802.11a/b/g/n,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
574,13 in,,,,i5,,3.1 GHz,,,,,2017,,,,,,,256 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
575,13 in,,,,i5,,3.1 GHz,,,,,2017,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
576,13 in,2560x1600,,,Core i7 (I7-7660U),,2.5 GHz,,,,,2017,,,,,,,512 GB,16 GB,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
577,13 in,2560x1600,,,Core i5 (I5-7360U),,2.3 GHz,,,,,2017,,,,,,,128 GB,,8,Iris Plus Graphics 640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
578,15.4 in,2880 x 1800,,,Intel Core i7-7700HQ,4,2.8 GHz,,,6MB,,2017,,,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
579,15.4 in,2880x1800,,,Core i7 (I7-4870HQ),,2.5 GHz,,,,,2015,,,,,,,512 GB,,16,Radeon R9 M370X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
580,15.4 in,2880x1800,,,Core i7 (I7-4770HQ),,,,,,,2015,,,,,,,256 GB,,16,Iris Pro 5200,,,2x3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
581,15.4 in,2880 × 1800,,,Intel Core i7-4770HQ,4,2.2 GHz,,,6 MB,Retina Display,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
582,15.4 in,2880 x 1800,,No,2.8 GHz Intel Core i7 Processor,,2.8 GHz,,,L3 - 6 MB,,2015,,,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
583,15.4 in,,No,,Intel Core I7 4980HQ,4,2.8 GHz,,,,,2015,,,,,,,512 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
584,15.4 in,,No,No,Intel Core i7,,,,,,,2015,,,,,,,,16 GB,16 GB,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
585,15 in,,,No,Core i7,,2.2 GHz,,,,,2015,,,,,,,256 GB,,16GB,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
586,15 in,,,No,Core i7,,2.2 GHz,,,,,2015,,,,,,,256 GB,16 GB,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
587,15 in,,,,Core i7,,2.2 GHz,,,,,2015,,,,,,,1000 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
588,15 in,,,,Core i7,,2.2 GHz,,,,,2015,,,,,,,512 GB,16 GB,16GB,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
589,15 in,,,,Core i7,,2.5 GHz,,,,,2015,,,,,,,256 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
590,15 in,,,,Core i7,,2.5 GHz,,,,,2015,,,,,,,512 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
591,13.3 in,2560x1600,,,Core i7 (I7-5557U),,3.1 GHz,,,,,2015,,,,,,,512 GB,16 GB,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
592,13.3 in,2560x1600,,No,Core i5 (I5-5257U),,2.7 GHz,,,,,2015,,,,,,,128 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
593,13.3 in,2560 x 1600,No,No,,,2.7 GHz,,,,,2015,,,,,,,250 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
594,13.3 in,3840x2160,,,Core i5 (I5-5257U),,,,,,,2015,,,,,,,128 GB,8 GB,8 GB,Iris Graphics 6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
595,13.3 in,,,No,Dual i5,,2.7 GHz,,,,,2015,,,,,,,128 GB,8 GB,8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
596,13.3 in,2560x1600,,,Intel Core i5,2,,,,,,2015,,,,,,,,,8 GB 1867 MHz,,,,Type A,,,,,,,,,,,,,,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
597,15.4 in,,,,,,,,,,,2015,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
598,15.4 in,,,,,,,,,,,2013,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
599,15.4 in,,,,,,,,,,,2014,,,,,,,,,,,No,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
600,13 in,,,,i5,,2.9 GHz,,,,,2015,,,,,,,512 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
601,13 in,,,,i5,,2.9 GHz,,,,,2015,,,,,,,256 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
602,13 in,2560-by-1600,,No,2.7GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache,,2.7 GHz,,,3MB,,2015,,,,,,,250 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
603,15.6 in,2880 x 1800,,,2.2GHz quad-core Intel Core i7 processor (Turbo Boost up to 3.4GHz),,,,,L3 - 6 MB,,2015,,,,,,,500 GB,16 GB,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
604,15 in,,,,i7,,2.6 GHz,,,,,2013,,,,,,,128 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
605,15 in,,,,i7,,2.6 GHz,,,,,2013,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
606,15 in,,,,Core i7,,2.8 GHz,,,,,2013,,,,,,,768 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
607,13 in,,,,i7,,2.8 GHz,,,,,2013,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
608,,2880 x 1800,No,,Intel Core i7,,,,,,,2013,,,,,,,,,,,,,2 x USB 3.1 Gen 1,,,,,,,,No,,,,,,,SD/SDHC/SDXC,No,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
609,,,,,Core i7,,,,,,,2013,,,,,,,,,16GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,MagSafe 2 power port; Two Thunderbolt 2 ports (up to 20 Gbps); HDMI port; Headphone port; SDXC card slot; Two USB 3 ports,2 x Thunderbolt Ports,,,,,,,,,1.0,,,,,,
610,,,,,Core i7,,,,,,,2014,,,,,,,,,16GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,MagSafe 2 power port; Two Thunderbolt 2 ports (up to 20 Gbps); HDMI port; Headphone port; SDXC card slot; Two USB 3 ports,2 x Thunderbolt,,,,,,,,,1.0,,,,,,
611,,,,,Core i7,,,,,,,2013,,,,,,,,,16GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,Yes,Up to 3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
612,,,,,Core i7,,,,,,,2013,,,,,,,,,8GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,MagSafe 2 power port; Two Thunderbolt 2 ports (up to 20 Gbps); HDMI port; Headphone port; SDXC card slot; Two USB 3 ports,2 x Thunderbolt Ports,,,,,,,,,1.0,,,,,,
613,15.4 in,,,,Core i7,,2.0 GHz,,,,,2013,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
614,15.4 in,,No,,Intel Core I7 4960HQ,4,2.6 GHz,,,,,2013,,,,,,,512 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
615,15.4 in,2880 x 1800,No,,Intel Core i7,4,,,,,,2013,,,,,,,,,16,,,,,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
616,15.4 in,2880 x 1800,,,Intel Core i7 (Turbo Boost up to 3.3 GHz),,,,,L3 - 6 MB,,2013,,,,,,,,16 GB,16GB RAM,NVIDIA GeForce GT 650M with 1GB of GDDR5 memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
617,13.3 in,,,,Dual i5,,2.6 GHz,,,,,2013,,,,,,,512 GB,,8GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
618,13.3 in,2560 x 1600,No,,Intel Core i5,2,,,,,,2013,,,,,,,256 GB,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
619,13.3 in,,,,Intel Core i5,4,2.4 GHz,,,,,2013,,,,,,,,4 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
620,13.3 in,,,,Intel Core i5,4,2.4 GHz,,,,,2013,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
621,13.3 in,,,,Intel Core i5,4,2.6 GHz,,,,,2013,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
622,13.3 in,,,,Intel Core i5,4,2.6 GHz,,,,,2014,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
623,13.3 in,,,,Intel Core i7,4,2.8 GHz,,,,,2013,,,,,,,,8 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
624,13.3 in,,No,,,,,,,,,2013,,,,,,,128 GB,,8,,No,,,,,,,,,,,,,Cycle Count: 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
625,13.3 in,,No,,,,,,,,,2013,,,,,,,128 GB,,4,,No,,,,,English,,,,,,,,Cycle Count: 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
626,13.3 in,,,,,2,,,,,,2013,,,,,,,,,8 GB 1600 MHz,,No,,,802.11b/g/n,,,,,,,,,,,,,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,1.0,,No,,,,
627,,,,,Core i7,,,,,,,2014,,,,,,,,,16GB,Intel Graphics,,,,802.11a/b/g/n,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,MagSafe 2 power port; Two Thunderbolt 2 ports (up to 20 Gbps); HDMI port; Headphone port; SDXC card slot; Two USB 3 ports,,,,,,,,,,1.0,,,,,,
628,,2560x1600,No,No,Intel Core i5,,,,,8 GB of onboard 1600 MHz DDR3L,,2014,,,,,,,,,8 GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
629,13.3 in,2560x1600,No,,dual-core Intel Core i5 processor,2,2.8 GHz,,,3MB shared L3 cache,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
630,13.3 in,2560 x 1600,No,No,Intel Core i5-4278U,2,2.6 GHz,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
631,13.3 in,,,,Core i5,,2.6 GHz,,,,,2014,,,,,,,256 GB,,16GB,Intel Graphics,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
632,15.4 in,,,No,Core i7,,2.5 GHz,,,,,2014,,,,,,,512 GB,,16GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
633,15.4 in,2880 x 1800,No,,Intel Core i7 processor (Turbo Boost up to 3.4GHz),8,2.2 GHz,,,,,2014,,,,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
634,,2560 x 1600,No,No,Intel Core i5,,,,,8GB of 1600MHz DDR3L RAM,,2012,,,,,,,,,8 GB,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
635,,1280 x 800,No,,,2,,,,,,2012,,,,,,,256 GB,8 GB,8 GB DDR3,,,,,,,,,,,,DVD RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
636,13.3 in,,,,Core i7,,2.9 GHz,,,,,2012,,,,,,,,16 GB,16GB,,,,,,,,,750 GB,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
637,13.3 in,,,,Core i7,,2.9 GHz,,,,,2012,,,,,,,256 GB,,16GB,Intel Graphics,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
638,13.3 in,,,,Core i7,,2.9 GHz,,,,,2012,,,,,,,256 GB,,8GB,Intel Graphics,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
639,13.3 in,,,,Core i7,,2.9 GHz,,,,,2012,,,,,,,,,8GB,Intel Graphics,,,,,,,,1000 GB,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
640,13.3 in,,,,Core i7,,2.9 GHz,,,,,2012,,,,,,,,,8GB,Intel Graphics,,,,,,,,750 GB,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
641,13.3 in,,,No,Core i7,,2.9 GHz,,,,,2012,,,,,,,,,8,,,,,,,,,500 GB,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
642,13.3 in,,,,Core i5,4,2.5 GHz,,,,,2012,,,,,,,,8 GB,8GB,,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
643,13.3 in,,,,Core i5,,2.5 GHz,,,,,2012,,,,,,,,,10GB,Intel Graphics,,,,,,,,500 GB,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
644,13.3 in,1280 x 800,No,,2.5GHz dual-core Intel Core i5 processor,2,,,,3MB L3,,2012,,,,,,,,,,,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
645,13.3 in,1280x800,No,,dual-core Intel Core i5 processor,2,2.5 GHz,,,3MB L3 cache,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
646,15 in,,,,Core i7,,2.3 GHz,,,,,2012,,,,,,,,,8,Intel Graphics,,,,,,,,500 GB,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
647,15 in,,,,Core i7,,2.3 GHz,,,,,2012,,,,,,,,8 GB,8GB,,,,,,,,,750 GB,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
648,15 in,,,No,Intel Core I7-3615QM,,2.3 GHz,,,,,2012,,,,,,,256 GB,8 GB,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
649,15.4 in,,,,Core i7,,2.3 GHz,,,,,2012,,,,,,,,,4GB,Intel Graphics,,,,,,,,750 GB,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
650,15.4 in,2880 x 1800,No,,Intel Core i7,4,,,,,,2012,,,,,,,,,8,,,,,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
651,13 in,,,,Core i7,,,,,,,2012,,,,,,,,8 GB,8GB,Intel Graphics,,,,,,,,750 GB,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
652,13 in,1280 x 800,No,,Intel Core i5,,,,,,,2012,,,,,,,,,,GeForce 9400M,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99 MB,1.0,,,,,,
653,13 in,1280x800,,,Core I5-3210M,,2.5 GHz,,,,,2012,,,,,,,,,8,HD Graphics 4000,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
654,13 in,,,,Intel Core I5-3210M,,2.5 GHz,,,,,2012,,,,,,,,4 GB,4,,,,,,,,,,5400 rpm,,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
655,15 in,,,,Core i7,,2.9 GHz,,,,,2016,,,,,,,1000 GB,,16GB,Intel Graphics,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
656,15.4 in,,,,Intel Core i7,4,2.7 GHz,,,,,2016,,,,,,,512 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,Dedicated,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
657,15.4 in,2880 x 1800,No,No,"Core i7 ""Skylake"" (I7-6820HQ) Quad Core",4,2.7 GHz,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
658,15.4 in,,,,Intel Core i7,4,2.6 GHz,,,,,2016,,,,,,,512 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
659,15.4 in,,,,Intel Core i7,4,2.6 GHz,,,,,2016,,,,,,,256 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
660,15.4 in,,,,Intel Core i7,4,2.9 GHz,,,,,2016,,,,,,,512 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
661,15.4 in,,,,Intel Core i7,4,2.9 GHz,,,,,2016,,,,,,,1000 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
662,15.4 in,,,,Intel Core i7,4,2.9 GHz,,,,,2016,,,,,,,2000 GB,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
663,,2560 x 1600,No,,Dual-Core Intel i5,2,,,,4 MB L3,LED Backlit Display,2016,,,,,,,,,LPDDR3; 2133 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
664,,2560 x 1600,,,,2,2 GHz,,,,,2016,,,,,,,256 GB,,8 GB,Intel Iris Graphics 550,,,,802.11.b/g/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
665,13.3 in,1280 x 800,No,No,Intel Core 2 Duo,2,,,,,,2010,,,,,,,,,,,,,,,,,,250 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
666,13.3 in,,,No,Core 2 Duo P8600,,2.4 GHz,,,,,2010,,,,,,,,4 GB,4 GB,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
667,15.4 in,1440 x 900,No,No,Intel Core i7-2635,4,2 GHz,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
668,,1280 x 800,No,No,Intel Core,1,,,,,,2011,,,,,,,,,4GB (2x2GB) RAM,,,,,,,,,,320GB 5400rpm Hard Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
669,13 in,,,,Intel Core I5-2435M,,2.4 GHz,,,,,2011,,,,,,,,4 GB,4,,,,,,,,,,5400 rpm,,DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
670,,,,,,,,,,,,2013,,,,,,,,,,,No,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
671,,,,,,,,,,,,2013,,,,,,,,,,,No,,,Yes,,,Yes,,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
672,,,,,Intel Core I5-4258U,,2.4 GHz,,,,,2013,,,,,,,,,,,No,,,,Yes,,,,Not Applicable,,,,,,EL CAPITAN,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
673,15.4 in,,,,Intel Core i7,4,2.0 GHz,,,,,2013,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
674,15.4 in,,,,Intel Core i7,4,2.3 GHz,,,,,2013,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
675,15.4 in,,,,Intel Core i7,4,2.3 GHz,,,,,2012,,,,,,,,16 GB,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
676,15 in,,No,,,,,,,,,2013,,,,,,,,,16,,No,,,,,English,,500 GB,,,,,,Cycle count: 1038 Replace soon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
677,15 in,,,,,,,,,,,2013,,,,,,,,,8,,No,,,,,,,128 GB,,Silver,,,,Cycle Count: 236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
678,15 in,,,,,,,,,,,2013,,,,,,,256 GB,,8,,No,,,,,,,,,Silver,,,,cycle count: 879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
679,15 in,,,,Intel Core I7-4750HQ,,2.00 GHz,,,,,2013,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
680,13 in,,,,Intel Core I5-4288U,,2.6 GHz,,,,,2013,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
681,13 in,,,,Intel Core I5-3230M,,2.6 GHz,,,,,2013,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
682,13 in,,,,Intel Core I5-4258U,,2.4 GHz,,,,,2013,,,,,,,,8 GB,8,,No,,,,,,,,,,,,,,MAC OS EL CAPITAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
